Unnamed: 0,gameId,matchId,gameVersion,gameDuration,teamVictory,team_100_gold,team_200_gold,Player_id,Player_1_ban,Player_1_pick,Player_1_ban_turn,Player_1_role,Player_1_team,Player_1_victory,Player_1_position,Player_1_time_game,Player_1_gold,Player_1_xp,Player_1_dmg_dealt,Player_1_dmg_taken,Player_1_time_ccing,Player_2_ban,Player_2_pick,Player_2_ban_turn,Player_2_role,Player_2_team,Player_2_victory,Player_2_position,Player_2_time_game,Player_2_gold,Player_2_xp,Player_2_dmg_dealt,Player_2_dmg_taken,Player_2_time_ccing,Player_3_ban,Player_3_pick,Player_3_ban_turn,Player_3_role,Player_3_team,Player_3_victory,Player_3_position,Player_3_time_game,Player_3_gold,Player_3_xp,Player_3_dmg_dealt,Player_3_dmg_taken,Player_3_time_ccing,Player_4_ban,Player_4_pick,Player_4_ban_turn,Player_4_role,Player_4_team,Player_4_victory,Player_4_position,Player_4_time_game,Player_4_gold,Player_4_xp,Player_4_dmg_dealt,Player_4_dmg_taken,Player_4_time_ccing,Player_5_ban,Player_5_pick,Player_5_ban_turn,Player_5_role,Player_5_team,Player_5_victory,Player_5_position,Player_5_time_game,Player_5_gold,Player_5_xp,Player_5_dmg_dealt,Player_5_dmg_taken,Player_5_time_ccing,Player_6_ban,Player_6_pick,Player_6_ban_turn,Player_6_role,Player_6_team,Player_6_victory,Player_6_position,Player_6_time_game,Player_6_gold,Player_6_xp,Player_6_dmg_dealt,Player_6_dmg_taken,Player_6_time_ccing,Player_7_ban,Player_7_pick,Player_7_ban_turn,Player_7_role,Player_7_team,Player_7_victory,Player_7_position,Player_7_time_game,Player_7_gold,Player_7_xp,Player_7_dmg_dealt,Player_7_dmg_taken,Player_7_time_ccing,Player_8_ban,Player_8_pick,Player_8_ban_turn,Player_8_role,Player_8_team,Player_8_victory,Player_8_position,Player_8_time_game,Player_8_gold,Player_8_xp,Player_8_dmg_dealt,Player_8_dmg_taken,Player_8_time_ccing,Player_9_ban,Player_9_pick,Player_9_ban_turn,Player_9_role,Player_9_team,Player_9_victory,Player_9_position,Player_9_time_game,Player_9_gold,Player_9_xp,Player_9_dmg_dealt,Player_9_dmg_taken,Player_9_time_ccing,Player_10_ban,Player_10_pick,Player_10_ban_turn,Player_10_role,Player_10_team,Player_10_victory,Player_10_position,Player_10_time_game,Player_10_gold,Player_10_xp,Player_10_dmg_dealt,Player_10_dmg_taken,Player_10_time_ccing
0,4362775108,NA1_4362775108,12.12.450.4196,940,100,32011,26037,10,119,516,1,SUPPORT,100,1,TOP,940,6159,7422,5892,8115,13,114,30,2,SUPPORT,100,1,JUNGLE,940,7279,6881,6132,9198,3,96,777,3,SUPPORT,100,1,MIDDLE,940,5297,7514,5328,9135,7,53,29,4,SUPPORT,100,1,BOTTOM,940,8449,7196,11042,7212,4,203,497,5,SUPPORT,100,1,UTILITY,940,4827,5135,5687,7053,17,200,27,6,SUPPORT,200,0,TOP,940,5955,7079,6330,9848,9,350,107,7,SUPPORT,200,0,JUNGLE,940,5412,5630,5474,13997,7,119,268,8,DUO,200,0,MIDDLE,940,6188,8345,5837,4925,4,147,221,9,SUPPORT,200,0,BOTTOM,940,4505,4912,5491,8574,4,114,235,10,SUPPORT,200,0,UTILITY,940,3977,3149,3715,10085,16
0,6004049093,KR_6004049093,12.12.450.4196,1105,200,33067,38955,10,-1,24,1,SUPPORT,100,0,TOP,1105,5806,8358,7161,16070,4,-1,234,2,SUPPORT,100,0,JUNGLE,1105,8501,8677,8277,15754,10,81,7,3,DUO,100,0,MIDDLE,1105,6645,8687,10138,13548,10,92,147,4,SUPPORT,100,0,BOTTOM,1105,5970,7246,6334,10037,10,41,235,5,SUPPORT,100,0,UTILITY,1105,6145,5959,3956,8590,11,-1,777,6,SUPPORT,200,1,TOP,1105,7935,10956,13380,14293,20,76,200,7,SUPPORT,200,1,JUNGLE,1105,5696,6972,5881,13573,6,221,42,8,SUPPORT,200,1,MIDDLE,1105,7588,9186,10352,10149,0,429,157,9,SUPPORT,200,1,BOTTOM,1105,11538,9905,14940,14629,23,268,497,10,SUPPORT,200,1,UTILITY,1105,6198,7426,5016,7179,19
0,5949118157,EUW1_5949118157,12.12.450.4196,2098,100,73334,73963,10,141,268,1,SOLO,100,1,TOP,2098,14702,17900,25716,24447,18,200,5,2,NONE,100,1,JUNGLE,2098,18408,17231,38409,46932,55,41,517,3,CARRY,100,1,MIDDLE,2098,16158,17762,33048,43497,46,221,96,4,SOLO,100,1,BOTTOM,2098,14129,15085,40022,26264,7,147,201,5,SUPPORT,100,1,UTILITY,2098,9937,14613,12130,30074,60,246,157,6,SOLO,200,0,TOP,2098,15969,19581,20270,37462,24,39,106,7,NONE,200,0,JUNGLE,2098,11843,15417,25032,46372,41,26,777,8,SOLO,200,0,MIDDLE,2098,17904,20979,32355,33112,33,119,18,9,CARRY,200,0,BOTTOM,2098,19304,16982,48878,31555,15,76,32,10,SUPPORT,200,0,UTILITY,2098,8943,12385,13989,31359,62
0,5947556924,EUW1_5947556924,12.12.450.4196,1439,100,53171,38291,10,200,114,1,SOLO,100,1,TOP,1439,13111,11672,17527,21514,8,119,28,2,NONE,100,1,JUNGLE,1439,11688,12038,21434,22120,8,8,157,3,SOLO,100,1,MIDDLE,1439,10170,11309,17011,15552,22,350,21,4,CARRY,100,1,BOTTOM,1439,11164,11364,18759,11695,13,107,497,5,SUPPORT,100,1,UTILITY,1439,7038,9002,5370,11732,29,39,44,6,SUPPORT,200,0,TOP,1439,7299,9392,6023,20070,12,147,62,7,NONE,200,0,JUNGLE,1439,8957,8598,17887,24846,17,-1,84,8,CARRY,200,0,MIDDLE,1439,8907,12024,13237,21480,1,40,96,9,CARRY,200,0,BOTTOM,1439,7161,9273,4699,17926,6,55,26,10,SUPPORT,200,0,UTILITY,1439,5967,7305,4901,16591,12
0,4366511424,NA1_4366511424,12.12.450.4196,1984,100,65848,57087,10,18,516,1,SOLO,100,1,TOP,1984,8643,14080,9115,28009,28,105,107,2,NONE,100,1,JUNGLE,1984,13448,14819,15969,34675,20,41,163,3,SOLO,100,1,MIDDLE,1984,18834,18009,47817,25407,73,201,51,4,CARRY,100,1,BOTTOM,1984,14907,14314,28782,14272,33,62,25,5,SUPPORT,100,1,UTILITY,1984,10016,13014,17725,16090,60,777,82,6,SOLO,200,0,TOP,1984,13038,13864,26836,33687,12,888,104,7,NONE,200,0,JUNGLE,1984,12666,13479,28404,32561,21,141,90,8,SOLO,200,0,MIDDLE,1984,10904,13183,17142,21877,48,67,236,9,CARRY,200,0,BOTTOM,1984,13099,11065,16484,23137,0,360,412,10,SUPPORT,200,0,UTILITY,1984,7380,11150,8434,31012,42
0,5991190759,KR_5991190759,12.12.450.4196,1344,100,52774,43631,10,103,41,1,SOLO,100,1,TOP,1344,14412,13851,17784,19616,9,-1,64,2,NONE,100,1,JUNGLE,1344,10690,11604,13552,22068,15,-1,154,3,SOLO,100,1,MIDDLE,1344,10128,11885,11631,23139,35,163,147,4,CARRY,100,1,BOTTOM,1344,9687,10012,11426,10404,21,-1,235,5,SUPPORT,100,1,UTILITY,1344,7857,8656,10617,13050,23,-1,10,6,SOLO,200,0,TOP,1344,8914,11704,11884,16035,6,-1,234,7,NONE,200,0,JUNGLE,1344,6954,8142,8531,19396,9,350,13,8,SOLO,200,0,MIDDLE,1344,6402,8623,11705,18702,14,29,119,9,CARRY,200,0,BOTTOM,1344,14764,9903,26782,17882,11,221,111,10,SUPPORT,200,0,UTILITY,1344,6597,7254,4239,16455,36
0,2546557855,BR1_2546557855,12.12.450.4196,1436,200,43739,56580,10,38,41,1,SOLO,100,0,TOP,1436,8131,9582,16465,31450,10,64,76,2,NONE,100,0,JUNGLE,1436,9291,8258,10161,28067,2,-1,136,3,CARRY,100,0,MIDDLE,1436,11925,14372,20457,20486,19,200,221,4,SOLO,100,0,BOTTOM,1436,7914,8435,8637,19722,4,7,117,5,SUPPORT,100,0,UTILITY,1436,6478,7742,5597,14691,42,89,10,6,SOLO,200,1,TOP,1436,11505,12120,24208,26506,6,40,203,7,NONE,200,1,JUNGLE,1436,14615,13940,32785,21544,16,36,238,8,SOLO,200,1,MIDDLE,1436,11609,13108,17966,14130,4,350,429,9,CARRY,200,1,BOTTOM,1436,11277,10906,12770,15046,9,107,497,10,SUPPORT,200,1,UTILITY,1436,7574,9428,5322,11827,26
0,5947101476,EUW1_5947101476,12.12.450.4196,1969,100,78067,61561,10,-1,6,1,SOLO,100,1,TOP,1969,14767,16528,24121,30917,29,7,245,2,NONE,100,1,JUNGLE,1969,20170,20094,45017,37368,31,266,23,3,SOLO,100,1,MIDDLE,1969,17386,18620,17468,42008,20,119,29,4,CARRY,100,1,BOTTOM,1969,15173,16907,29116,20606,11,350,412,5,SUPPORT,100,1,UTILITY,1969,10571,13630,9285,23661,52,-1,150,6,SOLO,200,0,TOP,1969,14607,18212,22966,34978,31,141,77,7,NONE,200,0,JUNGLE,1969,12251,14233,21299,45874,55,200,61,8,SOLO,200,0,MIDDLE,1969,10323,12540,22622,22006,33,-1,81,9,CARRY,200,0,BOTTOM,1969,15941,15604,45569,20943,6,119,43,10,SUPPORT,200,0,UTILITY,1969,8439,10260,12157,23553,27
0,1191664802,LA2_1191664802,12.12.450.4196,1466,100,48114,39251,10,105,157,1,NONE,100,1,BOTTOM,1466,10820,10448,13528,16332,26,360,86,3,SOLO,100,1,TOP,1466,11463,13828,19512,24888,33,111,131,5,NONE,100,1,JUNGLE,1466,9962,11601,15395,19403,10,106,89,8,SUPPORT,100,1,UTILITY,1466,7586,9080,7060,14979,51,9,45,10,CARRY,100,1,MIDDLE,1466,8283,11850,9276,10115,15,62,145,2,CARRY,200,0,BOTTOM,1466,7732,8083,9366,12977,0,236,103,4,SOLO,200,0,MIDDLE,1466,10335,10992,22820,17220,31,267,54,6,SOLO,200,0,TOP,1466,7941,9815,12767,16149,28,222,117,7,SUPPORT,200,0,UTILITY,1466,5526,6292,4176,13183,26,202,19,9,NONE,200,0,JUNGLE,1466,7717,8479,9469,24652,20
0,5955241305,EUW1_5955241305,12.12.450.4196,1326,200,38559,48622,10,154,777,1,DUO,100,0,TOP,1326,9674,10172,14298,16572,24,106,104,2,NONE,100,0,JUNGLE,1326,9604,10648,10205,13892,6,200,43,3,DUO,100,0,MIDDLE,1326,5754,7552,6292,16305,17,147,45,4,CARRY,100,0,BOTTOM,1326,8240,8306,8003,12378,8,350,40,5,SUPPORT,100,0,UTILITY,1326,5287,5813,2941,10050,24,-1,24,6,NONE,200,1,TOP,1326,9859,12662,13534,18415,15,55,64,7,NONE,200,1,JUNGLE,1326,10398,10810,12188,21816,13,235,268,8,SOLO,200,1,MIDDLE,1326,9454,11903,11554,8921,11,350,221,9,CARRY,200,1,BOTTOM,1326,11593,12094,15891,8325,4,77,117,10,SUPPORT,200,1,UTILITY,1326,7318,9371,5143,9405,23
