Unnamed: 0,gameId,matchId,gameVersion,gameDuration,teamVictory,team_100_gold,team_200_gold,Player_id,Player_1_ban,Player_1_pick,Player_1_ban_turn,Player_1_role,Player_1_team,Player_1_victory,Player_1_position,Player_1_time_game,Player_1_gold,Player_1_xp,Player_1_dmg_dealt,Player_1_dmg_taken,Player_1_time_ccing,Player_2_ban,Player_2_pick,Player_2_ban_turn,Player_2_role,Player_2_team,Player_2_victory,Player_2_position,Player_2_time_game,Player_2_gold,Player_2_xp,Player_2_dmg_dealt,Player_2_dmg_taken,Player_2_time_ccing,Player_3_ban,Player_3_pick,Player_3_ban_turn,Player_3_role,Player_3_team,Player_3_victory,Player_3_position,Player_3_time_game,Player_3_gold,Player_3_xp,Player_3_dmg_dealt,Player_3_dmg_taken,Player_3_time_ccing,Player_4_ban,Player_4_pick,Player_4_ban_turn,Player_4_role,Player_4_team,Player_4_victory,Player_4_position,Player_4_time_game,Player_4_gold,Player_4_xp,Player_4_dmg_dealt,Player_4_dmg_taken,Player_4_time_ccing,Player_5_ban,Player_5_pick,Player_5_ban_turn,Player_5_role,Player_5_team,Player_5_victory,Player_5_position,Player_5_time_game,Player_5_gold,Player_5_xp,Player_5_dmg_dealt,Player_5_dmg_taken,Player_5_time_ccing,Player_6_ban,Player_6_pick,Player_6_ban_turn,Player_6_role,Player_6_team,Player_6_victory,Player_6_position,Player_6_time_game,Player_6_gold,Player_6_xp,Player_6_dmg_dealt,Player_6_dmg_taken,Player_6_time_ccing,Player_7_ban,Player_7_pick,Player_7_ban_turn,Player_7_role,Player_7_team,Player_7_victory,Player_7_position,Player_7_time_game,Player_7_gold,Player_7_xp,Player_7_dmg_dealt,Player_7_dmg_taken,Player_7_time_ccing,Player_8_ban,Player_8_pick,Player_8_ban_turn,Player_8_role,Player_8_team,Player_8_victory,Player_8_position,Player_8_time_game,Player_8_gold,Player_8_xp,Player_8_dmg_dealt,Player_8_dmg_taken,Player_8_time_ccing,Player_9_ban,Player_9_pick,Player_9_ban_turn,Player_9_role,Player_9_team,Player_9_victory,Player_9_position,Player_9_time_game,Player_9_gold,Player_9_xp,Player_9_dmg_dealt,Player_9_dmg_taken,Player_9_time_ccing,Player_10_ban,Player_10_pick,Player_10_ban_turn,Player_10_role,Player_10_team,Player_10_victory,Player_10_position,Player_10_time_game,Player_10_gold,Player_10_xp,Player_10_dmg_dealt,Player_10_dmg_taken,Player_10_time_ccing
0,1270405754,LA1_1270405754,12.12.450.4196,1597,100,58894,46753,10,75,420,1,SOLO,100,1,TOP,1597,14829,15841,42825,32156,5,51,141,2,NONE,100,1,JUNGLE,1597,12692,14206,24191,35215,29,200,166,3,SOLO,100,1,MIDDLE,1597,11349,10041,16694,17502,2,101,221,4,CARRY,100,1,BOTTOM,1597,10675,10616,19260,18724,14,84,35,5,SUPPORT,100,1,UTILITY,1597,9349,10071,16283,19563,48,105,122,6,SOLO,200,0,TOP,1597,9283,11226,23170,28637,29,23,111,7,NONE,200,0,JUNGLE,1597,8820,10843,9008,26400,46,-1,55,8,SOLO,200,0,MIDDLE,1597,11286,14127,24997,26391,0,234,21,9,CARRY,200,0,BOTTOM,1597,11274,12209,32206,31371,18,89,12,10,SUPPORT,200,0,UTILITY,1597,6090,9439,6982,29795,44
0,3160575337,EUN1_3160575337,12.12.450.4196,1773,100,63603,54572,10,10,141,1,NONE,100,1,JUNGLE,1773,16163,15173,29650,33184,15,117,79,2,SOLO,100,1,TOP,1773,11362,14772,14664,15886,23,38,29,3,DUO,100,1,MIDDLE,1773,11275,12390,20817,22199,7,163,223,4,DUO,100,1,BOTTOM,1773,15003,14325,43147,48625,70,200,350,5,SUPPORT,100,1,UTILITY,1773,9800,13307,15095,14195,25,103,121,6,NONE,200,0,JUNGLE,1773,12277,12212,18604,32022,12,25,106,7,SOLO,200,0,TOP,1773,11427,15288,20899,33213,35,875,84,8,SOLO,200,0,MIDDLE,1773,14127,15908,40550,31518,3,111,236,9,CARRY,200,0,BOTTOM,1773,9296,9024,10606,27149,4,41,267,10,SUPPORT,200,0,UTILITY,1773,7445,8623,8305,21265,29
0,3170991455,EUN1_3170991455,12.12.450.4196,1634,200,46359,58693,10,238,74,1,NONE,100,0,TOP,1634,10583,15012,30577,17510,34,38,234,2,NONE,100,0,JUNGLE,1634,9762,11491,13178,27081,15,39,246,3,SOLO,100,0,MIDDLE,1634,9483,10455,17557,22824,13,119,360,4,CARRY,100,0,BOTTOM,1634,9345,11134,6155,17787,1,350,235,5,SUPPORT,100,0,UTILITY,1634,7186,9765,14930,13588,31,24,23,6,SOLO,200,1,TOP,1634,14305,15698,22460,31483,15,29,106,7,NONE,200,1,JUNGLE,1634,11667,14317,13660,30125,26,28,131,8,SOLO,200,1,MIDDLE,1634,12773,13186,24851,25162,7,147,145,9,CARRY,200,1,BOTTOM,1634,12681,13895,10473,11961,1,119,888,10,SUPPORT,200,1,UTILITY,1634,7267,9460,6799,9830,24
0,1194810752,LA2_1194810752,12.12.450.4196,2567,200,86836,84832,10,117,98,1,SOLO,100,0,TOP,2567,13475,19279,22080,54388,47,67,238,2,NONE,100,0,JUNGLE,2567,25535,30179,84100,67606,26,200,84,3,SOLO,100,0,MIDDLE,2567,17666,21095,50684,40309,2,53,81,4,CARRY,100,0,BOTTOM,2567,18690,19186,40736,32246,6,711,43,5,SUPPORT,100,0,UTILITY,2567,11470,16663,16299,31399,36,34,75,6,SOLO,200,1,TOP,2567,18051,22198,35377,71524,28,62,141,7,NONE,200,1,JUNGLE,2567,23886,20437,56267,62385,15,82,112,8,SOLO,200,1,MIDDLE,2567,18852,20563,49676,35207,46,360,221,9,CARRY,200,1,BOTTOM,2567,14827,19183,34735,29277,12,39,89,10,SUPPORT,200,1,UTILITY,2567,9216,13535,8441,44975,53
0,5938737747,EUW1_5938737747,12.12.448.6653,1000,200,23749,39932,10,221,86,1,SUPPORT,100,0,TOP,1000,4733,6622,8831,14111,13,235,106,2,SUPPORT,100,0,JUNGLE,1000,4296,5295,3077,8890,11,200,42,3,DUO,100,0,MIDDLE,1000,5324,6301,5020,8588,2,67,29,4,SUPPORT,100,0,BOTTOM,1000,5554,5601,4261,7116,4,107,350,5,SUPPORT,100,0,UTILITY,1000,3842,3448,2673,2766,3,238,78,6,SUPPORT,200,1,TOP,1000,8647,9964,13549,11394,17,122,60,7,SUPPORT,200,1,JUNGLE,1000,6168,6056,3308,9744,9,888,111,8,SUPPORT,200,1,UTILITY,1000,6142,5406,2966,7064,19,62,119,9,SUPPORT,200,1,BOTTOM,1000,12678,7023,8993,6528,3,221,131,10,SUPPORT,200,1,MIDDLE,1000,6297,8280,3709,6771,2
0,1192865165,LA2_1192865165,12.12.450.4196,1589,100,54307,46524,10,103,516,1,SOLO,100,1,TOP,1589,10012,14412,25474,29584,54,21,102,2,NONE,100,1,JUNGLE,1589,15265,16337,30465,28434,8,82,777,3,SOLO,100,1,MIDDLE,1589,9281,11807,11840,15805,12,350,523,4,CARRY,100,1,BOTTOM,1589,11895,11905,10204,11436,9,131,43,5,SUPPORT,100,1,UTILITY,1589,7854,10603,10384,9314,30,16,887,6,DUO,200,0,TOP,1589,10034,12614,20861,34442,5,117,33,7,NONE,200,0,JUNGLE,1589,6930,9199,8411,26017,36,11,127,8,DUO,200,0,MIDDLE,1589,10390,12862,11526,22742,36,350,119,9,CARRY,200,0,BOTTOM,1589,13189,9885,23662,17581,13,234,267,10,SUPPORT,200,0,UTILITY,1589,5981,9102,4411,14642,20
0,6002169848,KR_6002169848,12.12.450.4196,1551,200,49758,63697,10,-1,777,1,SOLO,100,0,TOP,1551,10800,12929,16746,23836,19,112,64,2,NONE,100,0,JUNGLE,1551,10825,11031,13327,28250,19,350,90,3,SOLO,100,0,MIDDLE,1551,12266,14093,21087,19492,89,41,221,4,CARRY,100,0,BOTTOM,1551,9731,11185,16483,24200,7,200,53,5,SUPPORT,100,0,UTILITY,1551,6136,9013,8321,23828,37,429,10,6,SOLO,200,1,TOP,1551,13121,15914,19267,19026,8,111,246,7,NONE,200,1,JUNGLE,1551,13760,15364,21149,27777,20,114,55,8,SOLO,200,1,MIDDLE,1551,11242,14461,15907,24654,0,38,202,9,CARRY,200,1,BOTTOM,1551,13850,14217,20563,18872,14,-1,235,10,SUPPORT,200,1,UTILITY,1551,11724,13147,25031,18743,35
0,3161135304,EUN1_3161135304,12.12.450.4196,1840,100,68323,58710,10,350,79,1,SOLO,100,1,TOP,1840,13085,17419,29805,38396,68,267,2,2,NONE,100,1,JUNGLE,1840,14901,16925,26162,45112,16,122,101,3,SOLO,100,1,MIDDLE,1840,14502,15499,35504,18759,28,268,67,4,CARRY,100,1,BOTTOM,1840,16094,15772,23566,22846,14,28,111,5,SUPPORT,100,1,UTILITY,1840,9741,13048,9339,16778,64,154,41,6,SOLO,200,0,TOP,1840,15352,14788,30236,28953,14,266,141,7,NONE,200,0,JUNGLE,1840,11392,13878,24368,40754,37,23,42,8,SOLO,200,0,MIDDLE,1840,13631,16714,31602,25536,1,350,119,9,CARRY,200,0,BOTTOM,1840,10550,12599,11439,20342,13,8,43,10,SUPPORT,200,0,UTILITY,1840,7785,11734,6448,27878,25
0,5983984102,KR_5983984102,12.12.448.6653,1432,200,42753,50760,10,35,240,1,SOLO,100,0,TOP,1432,9491,11040,19899,37481,8,163,62,2,NONE,100,0,JUNGLE,1432,9046,8389,18177,26294,21,238,517,3,DUO,100,0,MIDDLE,1432,8534,9645,22470,26704,29,114,235,4,SUPPORT,100,0,UTILITY,1432,7859,7222,18005,13821,43,236,107,5,DUO,100,0,BOTTOM,1432,7823,7884,13740,26800,17,7,876,6,SOLO,200,1,TOP,1432,6725,10179,23508,27789,19,119,234,7,NONE,200,1,JUNGLE,1432,10588,11679,14795,24052,16,350,39,8,SOLO,200,1,MIDDLE,1432,12612,12176,30014,28913,17,221,222,9,CARRY,200,1,BOTTOM,1432,13751,12135,28903,14087,24,429,223,10,SUPPORT,200,1,UTILITY,1432,7084,9086,12303,21312,27
0,6004270915,KR_6004270915,12.12.450.4196,916,100,32671,21830,10,235,150,1,SUPPORT,100,1,TOP,916,5958,8607,10663,8653,18,777,163,2,SUPPORT,100,1,JUNGLE,916,8130,7329,7644,8996,8,-1,103,3,SUPPORT,100,1,MIDDLE,916,6092,8001,6881,5325,8,114,221,4,SUPPORT,100,1,BOTTOM,916,8192,5410,9709,6354,4,119,89,5,SUPPORT,100,1,UTILITY,916,4299,4133,2277,5532,18,4,113,6,SUPPORT,200,0,TOP,916,4846,6437,5946,13010,11,268,203,7,SUPPORT,200,0,JUNGLE,916,4209,5090,2370,9077,0,91,50,8,SUPPORT,200,0,MIDDLE,916,4520,5964,6076,8771,18,43,81,9,SUPPORT,200,0,BOTTOM,916,5153,5084,6259,4706,0,429,875,10,SUPPORT,200,0,UTILITY,916,3102,3560,2958,10605,8
