Unnamed: 0,gameId,matchId,gameVersion,gameDuration,teamVictory,team_100_gold,team_200_gold,Player_id,Player_1_ban,Player_1_pick,Player_1_ban_turn,Player_1_role,Player_1_team,Player_1_victory,Player_1_position,Player_1_time_game,Player_1_gold,Player_1_xp,Player_1_dmg_dealt,Player_1_dmg_taken,Player_1_time_ccing,Player_2_ban,Player_2_pick,Player_2_ban_turn,Player_2_role,Player_2_team,Player_2_victory,Player_2_position,Player_2_time_game,Player_2_gold,Player_2_xp,Player_2_dmg_dealt,Player_2_dmg_taken,Player_2_time_ccing,Player_3_ban,Player_3_pick,Player_3_ban_turn,Player_3_role,Player_3_team,Player_3_victory,Player_3_position,Player_3_time_game,Player_3_gold,Player_3_xp,Player_3_dmg_dealt,Player_3_dmg_taken,Player_3_time_ccing,Player_4_ban,Player_4_pick,Player_4_ban_turn,Player_4_role,Player_4_team,Player_4_victory,Player_4_position,Player_4_time_game,Player_4_gold,Player_4_xp,Player_4_dmg_dealt,Player_4_dmg_taken,Player_4_time_ccing,Player_5_ban,Player_5_pick,Player_5_ban_turn,Player_5_role,Player_5_team,Player_5_victory,Player_5_position,Player_5_time_game,Player_5_gold,Player_5_xp,Player_5_dmg_dealt,Player_5_dmg_taken,Player_5_time_ccing,Player_6_ban,Player_6_pick,Player_6_ban_turn,Player_6_role,Player_6_team,Player_6_victory,Player_6_position,Player_6_time_game,Player_6_gold,Player_6_xp,Player_6_dmg_dealt,Player_6_dmg_taken,Player_6_time_ccing,Player_7_ban,Player_7_pick,Player_7_ban_turn,Player_7_role,Player_7_team,Player_7_victory,Player_7_position,Player_7_time_game,Player_7_gold,Player_7_xp,Player_7_dmg_dealt,Player_7_dmg_taken,Player_7_time_ccing,Player_8_ban,Player_8_pick,Player_8_ban_turn,Player_8_role,Player_8_team,Player_8_victory,Player_8_position,Player_8_time_game,Player_8_gold,Player_8_xp,Player_8_dmg_dealt,Player_8_dmg_taken,Player_8_time_ccing,Player_9_ban,Player_9_pick,Player_9_ban_turn,Player_9_role,Player_9_team,Player_9_victory,Player_9_position,Player_9_time_game,Player_9_gold,Player_9_xp,Player_9_dmg_dealt,Player_9_dmg_taken,Player_9_time_ccing,Player_10_ban,Player_10_pick,Player_10_ban_turn,Player_10_role,Player_10_team,Player_10_victory,Player_10_position,Player_10_time_game,Player_10_gold,Player_10_xp,Player_10_dmg_dealt,Player_10_dmg_taken,Player_10_time_ccing
0,3165287742,EUN1_3165287742,12.12.450.4196,1369,200,38465,54794,10,62,223,1,SOLO,100,0,TOP,1369,6270,8966,8554,20519,16,104,107,2,NONE,100,0,JUNGLE,1369,8809,10261,9920,22735,11,98,127,3,SOLO,100,0,MIDDLE,1369,7723,10357,8819,16767,23,154,81,4,CARRY,100,0,BOTTOM,1369,8838,8297,13560,13355,0,117,235,5,SUPPORT,100,0,UTILITY,1369,6825,7317,10002,13407,20,10,41,6,DUO,200,1,TOP,1369,14913,14553,24078,16631,9,53,141,7,NONE,200,1,JUNGLE,1369,10620,12097,11482,20895,15,23,103,8,DUO,200,1,MIDDLE,1369,9955,11817,14295,13966,20,777,236,9,SOLO,200,1,BOTTOM,1369,11794,11693,14509,13837,0,147,412,10,SOLO,200,1,UTILITY,1369,7512,7714,5664,9926,30
0,398397877,RU_398397877,12.12.450.4196,1135,200,24349,40921,10,164,223,1,SUPPORT,100,0,TOP,1135,5276,8096,9177,18212,23,350,254,2,SUPPORT,100,0,JUNGLE,1135,5238,6694,5461,15033,16,777,143,3,SUPPORT,100,0,MIDDLE,1135,5250,7617,7935,10810,23,142,96,4,SUPPORT,100,0,BOTTOM,1135,5536,5774,4853,9718,2,141,267,5,SUPPORT,100,0,UTILITY,1135,3049,4911,435,4767,6,117,114,6,SUPPORT,200,1,TOP,1135,6644,8528,9063,14641,5,112,81,7,SUPPORT,200,1,BOTTOM,1135,9883,8601,14475,6918,2,234,876,8,SUPPORT,200,1,JUNGLE,1135,8886,8819,9935,17046,13,350,39,9,SUPPORT,200,1,MIDDLE,1135,9794,10223,13922,17353,12,111,40,10,SUPPORT,200,1,UTILITY,1135,5714,7838,2826,3981,25
0,359702685,JP1_359702685,12.12.450.4196,1883,100,62513,65215,10,101,62,1,SOLO,100,1,TOP,1883,10635,13948,18461,29121,16,235,60,2,NONE,100,1,JUNGLE,1883,14058,13361,27370,26773,36,23,246,3,SOLO,100,1,MIDDLE,1883,15382,13854,40725,32460,37,112,29,4,CARRY,100,1,BOTTOM,1883,13647,13526,28440,27366,16,28,888,5,SUPPORT,100,1,UTILITY,1883,8791,10491,14132,22365,39,23,78,6,NONE,200,0,JUNGLE,1883,10697,12006,13905,30315,50,38,150,7,DUO,200,0,TOP,1883,18724,17023,32687,32902,48,81,34,8,DUO,200,0,MIDDLE,1883,11240,13423,21025,31468,63,41,202,9,CARRY,200,0,BOTTOM,1883,15622,15085,30839,25306,30,350,53,10,SUPPORT,200,0,UTILITY,1883,8932,10364,10432,32163,47
0,1269144396,LA1_1269144396,12.12.450.4196,1676,200,47995,62392,10,200,82,1,SOLO,100,0,TOP,1676,12163,13510,23706,23171,6,62,113,2,NONE,100,0,JUNGLE,1676,8784,9922,10250,33058,24,57,517,3,SOLO,100,0,MIDDLE,1676,10190,11119,17472,35435,25,122,96,4,CARRY,100,0,BOTTOM,1676,10326,11807,12569,21911,8,106,888,5,SUPPORT,100,0,UTILITY,1676,6532,9281,5701,15593,24,54,92,6,SOLO,200,1,TOP,1676,10960,13953,14852,22770,21,117,77,7,NONE,200,1,JUNGLE,1676,14699,17088,26640,31543,41,875,45,8,SOLO,200,1,MIDDLE,1676,10650,14581,10126,12382,9,24,112,9,CARRY,200,1,BOTTOM,1676,16738,15908,36479,15116,24,238,80,10,SUPPORT,200,1,UTILITY,1676,9345,10189,16183,16520,22
0,1311827609,TR1_1311827609,12.12.450.4196,1295,200,36457,41959,10,121,106,1,SOLO,100,0,TOP,1295,8367,8650,11495,21649,20,39,35,2,NONE,100,0,JUNGLE,1295,9370,8319,10637,21751,16,114,8,3,SOLO,100,0,MIDDLE,1295,7279,8968,12899,21163,3,350,81,4,CARRY,100,0,BOTTOM,1295,6430,7330,7447,11774,1,200,267,5,SUPPORT,100,0,UTILITY,1295,5011,6172,5505,10195,19,350,268,6,SOLO,200,1,MIDDLE,1295,8273,10249,15686,11556,11,200,141,7,NONE,200,1,JUNGLE,1295,11224,12933,16849,25508,14,235,147,8,SUPPORT,200,1,UTILITY,1295,6571,7557,9540,8141,39,221,498,9,CARRY,200,1,BOTTOM,1295,9929,10248,14948,11734,13,234,54,10,SOLO,200,1,TOP,1295,5962,8696,11590,13985,29
0,1197452312,LA2_1197452312,12.12.450.4196,1801,100,54934,46945,10,141,114,1,DUO,100,1,TOP,1801,16190,19081,29729,31976,13,90,107,2,NONE,100,1,JUNGLE,1801,9537,12029,6926,31105,9,81,45,3,DUO,100,1,MIDDLE,1801,9789,12329,4392,16879,9,350,429,4,SUPPORT,100,1,UTILITY,1801,10215,10957,4530,9070,8,62,555,5,CARRY,100,1,BOTTOM,1801,9203,12688,9291,14524,19,350,98,6,SOLO,200,0,TOP,1801,8338,13413,11773,22280,29,200,56,7,NONE,200,0,JUNGLE,1801,12269,15261,21931,26259,182,117,38,8,SOLO,200,0,MIDDLE,1801,13342,14906,24495,19516,18,41,202,9,SUPPORT,200,0,,1801,4050,0,0,0,0,-1,147,10,CARRY,200,0,BOTTOM,1801,8946,13158,6597,9395,16
0,3161260755,EUN1_3161260755,12.12.450.4196,1357,200,36543,49338,10,102,164,1,SOLO,100,0,TOP,1357,7136,9593,10241,20031,14,29,69,2,SOLO,100,0,MIDDLE,1357,10961,10153,20341,17914,40,24,106,3,NONE,100,0,JUNGLE,1357,7548,8034,10529,28054,12,82,498,4,CARRY,100,0,BOTTOM,1357,5769,7981,3968,5689,6,8,497,5,SUPPORT,100,0,UTILITY,1357,5129,6638,4302,12467,16,29,54,6,SOLO,200,1,TOP,1357,8458,8948,15592,16382,28,8,200,7,NONE,200,1,JUNGLE,1357,10711,12432,5955,17779,8,221,517,8,SOLO,200,1,MIDDLE,1357,9419,9572,22109,21149,22,28,145,9,CARRY,200,1,BOTTOM,1357,12782,10855,17094,7209,4,92,111,10,SUPPORT,200,1,UTILITY,1357,7968,7631,5983,10878,39
0,1313141769,TR1_1313141769,12.12.450.4196,1946,200,69768,72936,10,34,92,1,SOLO,100,0,TOP,1946,18109,18999,45505,49289,51,114,131,2,NONE,100,0,JUNGLE,1946,17708,16265,37739,43415,18,888,45,3,SOLO,100,0,MIDDLE,1946,12389,14897,21633,30500,26,157,81,4,CARRY,100,0,BOTTOM,1946,10186,13021,21215,32369,1,8,117,5,SUPPORT,100,0,UTILITY,1946,11376,13977,12566,27631,42,96,84,6,SOLO,200,1,TOP,1946,13763,15222,29761,36279,2,163,234,7,NONE,200,1,JUNGLE,1946,13216,14850,27807,40267,19,235,119,8,CARRY,200,1,BOTTOM,1946,21163,17520,68279,38732,14,26,40,9,SUPPORT,200,1,UTILITY,1946,10214,11622,5922,26038,65,20,79,10,SOLO,200,1,MIDDLE,1946,14580,17204,30829,33329,47
0,4371202016,NA1_4371202016,12.12.450.4196,2060,100,71092,63997,10,41,777,1,SOLO,100,1,TOP,2060,14185,18191,29336,30051,24,555,48,2,NONE,100,1,JUNGLE,2060,12456,14779,20713,52584,26,203,103,3,CARRY,100,1,MIDDLE,2060,17701,18722,35911,29057,26,53,43,4,SUPPORT,100,1,UTILITY,2060,9292,12009,9774,19453,18,221,81,5,SOLO,100,1,BOTTOM,2060,17458,18119,41199,24252,9,200,39,6,SOLO,200,0,TOP,2060,16160,17818,38984,49727,24,24,86,7,NONE,200,0,JUNGLE,2060,16470,18527,26279,40027,41,517,22,8,SUPPORT,200,0,UTILITY,2060,8256,11755,19401,18459,75,163,50,9,CARRY,200,0,BOTTOM,2060,12226,13226,22688,33482,59,38,134,10,SOLO,200,0,MIDDLE,2060,10885,14257,15767,27202,31
0,5960581805,EUW1_5960581805,12.12.450.4196,1629,200,52905,63399,10,67,875,1,SOLO,100,0,TOP,1629,12611,12666,22787,35356,33,41,131,2,NONE,100,0,JUNGLE,1629,10544,12341,18988,26572,8,114,236,3,CARRY,100,0,BOTTOM,1629,11846,11927,22387,25587,0,350,517,4,SOLO,100,0,MIDDLE,1629,10522,10327,23209,33772,40,117,267,5,SUPPORT,100,0,UTILITY,1629,7382,8915,8375,17906,33,39,150,6,SOLO,200,1,TOP,1629,12901,15469,19004,26540,34,38,200,7,NONE,200,1,JUNGLE,1629,14827,14119,26601,35195,29,350,30,8,SOLO,200,1,MIDDLE,1629,17043,15588,43538,13231,12,81,235,9,CARRY,200,1,BOTTOM,1629,10009,11520,14943,22394,30,147,50,10,SUPPORT,200,1,UTILITY,1629,8619,10250,13021,22098,48
